month_of_service,daytype,daycount,route_or_line,ridership_total,ridership_average,ObjectId
2023/01/01 05:00:00+00,Saturday,4,Mattapan Line,5053,1263,1325
2023/05/01 04:00:00+00,Sunday,4,Bus,537550,134388,1326
2023/07/01 04:00:00+00,Total,31,Mattapan Line,71642,2311,1327
2023/01/01 05:00:00+00,Saturday,4,Light Rail,337277,84319,1328
2023/05/01 04:00:00+00,Sunday,4,Private Bus,3663,916,1329
2023/07/01 04:00:00+00,Total,31,Light Rail,2650340,85495,1330
2023/01/01 05:00:00+00,Saturday,4,Silver Line,84700,21175,1331
2023/05/01 04:00:00+00,Sunday,4,All Bus,629606,157402,1332
2023/07/01 04:00:00+00,Total,31,Silver Line,825974,26644,1333
2023/01/01 05:00:00+00,Saturday,4,Bus,658938,164734,1334
2023/05/01 04:00:00+00,Sunday,4,Commuter Rail,104686,26172,1335
2023/07/01 04:00:00+00,Total,31,Bus,6300653,203247,1336
2023/01/01 05:00:00+00,Saturday,4,All Bus,743638,185910,1337
2023/05/01 04:00:00+00,Sunday,4,The RIDE,6600,1650,1338
2023/07/01 04:00:00+00,Total,31,Private Bus,60854,1963,1339
2023/01/01 05:00:00+00,Saturday,4,Commuter Rail,99480,24870,1340
2023/05/01 04:00:00+00,Total,31,Blue Line,1378765,44476,1341
2023/07/01 04:00:00+00,Total,31,All Bus,7187481,231854,1342
2023/01/01 05:00:00+00,Saturday,4,Ferry,1047,262,1343
2023/05/01 04:00:00+00,Total,31,Orange Line,2752676,88796,1344
2023/05/01 04:00:00+00,Total,31,Red Line,3391252,109395,1345
2023/05/01 04:00:00+00,Total,31,Heavy Rail,7522694,242668,1346
2023/05/01 04:00:00+00,Total,31,Green Line,3364296,108526,1347
2023/05/01 04:00:00+00,Total,31,Mattapan Line,77375,2496,1348
2023/05/01 04:00:00+00,Total,31,Light Rail,3441672,111022,1349
2023/05/01 04:00:00+00,Total,31,Silver Line,819313,26429,1350
2023/05/01 04:00:00+00,Total,31,Bus,7017792,226380,1351
2023/05/01 04:00:00+00,Total,31,Private Bus,64494,2080,1352
2023/05/01 04:00:00+00,Total,31,All Bus,7901599,254890,1353
2023/05/01 04:00:00+00,Total,31,Commuter Rail,2318035,74775,1354
2023/05/01 04:00:00+00,Total,31,Ferry,111263,3589,1355
2023/05/01 04:00:00+00,Total,31,The RIDE,95704,3087,1356
2023/04/01 04:00:00+00,Weekday,20,Blue Line,915968,45798,1357
2023/04/01 04:00:00+00,Weekday,20,Orange Line,2041560,102078,1358
2023/04/01 04:00:00+00,Weekday,20,Red Line,2559602,127980,1359
2023/04/01 04:00:00+00,Weekday,20,Heavy Rail,5517129,275856,1360
2023/04/01 04:00:00+00,Weekday,20,Green Line,2514478,125724,1361
2023/04/01 04:00:00+00,Weekday,20,Mattapan Line,62916,3146,1362
2023/03/01 05:00:00+00,Total,31,Ferry,65883,2125,1363
2023/07/01 04:00:00+00,Total,31,Commuter Rail,2187378,70561,1364
2023/03/01 05:00:00+00,Total,31,The RIDE,94862,3060,1365
2023/01/01 05:00:00+00,Saturday,4,The RIDE,6840,1710,1366
2023/07/01 04:00:00+00,Total,31,Ferry,177195,5716,1367
2023/02/01 05:00:00+00,Weekday,19,Blue Line,820081,43162,1368
2023/01/01 05:00:00+00,Sunday,5,Blue Line,111763,22353,1369
2023/07/01 04:00:00+00,Total,31,The RIDE,88664,2860,1370
2023/02/01 05:00:00+00,Weekday,19,Orange Line,1880203,98958,1371
2023/01/01 05:00:00+00,Sunday,5,Orange Line,185568,37114,1372
2023/06/01 04:00:00+00,Weekday,22,Blue Line,1083549,49252,1373
2023/02/01 05:00:00+00,Weekday,19,Red Line,2337093,123005,1374
2023/01/01 05:00:00+00,Sunday,5,Red Line,251977,50395,1375
2023/06/01 04:00:00+00,Weekday,22,Orange Line,2167324,98515,1376
2023/01/01 05:00:00+00,Sunday,5,Heavy Rail,549309,109862,1377
2023/02/01 05:00:00+00,Weekday,19,Heavy Rail,5037377,265125,1378
2023/06/01 04:00:00+00,Weekday,22,Red Line,2771939,125997,1379
2023/01/01 05:00:00+00,Sunday,5,Green Line,272434,54487,1380
2023/02/01 05:00:00+00,Weekday,19,Green Line,2234148,117587,1381
2023/06/01 04:00:00+00,Weekday,22,Heavy Rail,6022811,273764,1382
2023/01/01 05:00:00+00,Sunday,5,Mattapan Line,4133,827,1383
2023/02/01 05:00:00+00,Weekday,19,Mattapan Line,63492,3342,1384
2023/06/01 04:00:00+00,Weekday,22,Green Line,2458728,111760,1385
2023/01/01 05:00:00+00,Sunday,5,Light Rail,276567,55313,1386
2023/02/01 05:00:00+00,Weekday,19,Light Rail,2297641,120928,1387
2023/06/01 04:00:00+00,Weekday,22,Mattapan Line,66227,3010,1388
2023/01/01 05:00:00+00,Sunday,5,Silver Line,85628,17126,1389
2023/02/01 05:00:00+00,Weekday,19,Silver Line,465735,24512,1390
2023/06/01 04:00:00+00,Weekday,22,Light Rail,2524955,114771,1391
2023/01/01 05:00:00+00,Sunday,5,Bus,524052,104810,1392
2023/02/01 05:00:00+00,Weekday,19,Bus,4589920,241575,1393
2023/06/01 04:00:00+00,Weekday,22,Silver Line,665353,30243,1394
2023/01/01 05:00:00+00,Sunday,5,All Bus,609680,121936,1395
2023/02/01 05:00:00+00,Weekday,19,Private Bus,38755,2040,1396
2023/06/01 04:00:00+00,Weekday,22,Bus,5530092,251368,1397
2023/01/01 05:00:00+00,Sunday,4,Commuter Rail,71181,17795,1398
2023/02/01 05:00:00+00,Weekday,19,All Bus,5094410,268127,1399
2023/06/01 04:00:00+00,Weekday,22,Private Bus,53502,2432,1400
2023/01/01 05:00:00+00,Sunday,4,Ferry,796,199,1401
2023/02/01 05:00:00+00,Weekday,19,Commuter Rail,1531884,80625,1402
2023/06/01 04:00:00+00,Weekday,22,All Bus,6248947,284043,1403
2023/01/01 05:00:00+00,Sunday,5,The RIDE,6480,1296,1404
2023/02/01 05:00:00+00,Weekday,19,Ferry,48789,2568,1405
2023/06/01 04:00:00+00,Weekday,22,Commuter Rail,2044565,92935,1406
2023/01/01 05:00:00+00,Total,31,Blue Line,1105519,35662,1407
2023/02/01 05:00:00+00,Weekday,19,The RIDE,66080,3478,1408
2023/06/01 04:00:00+00,Weekday,22,Ferry,111753,5080,1409
2023/01/01 05:00:00+00,Total,31,Orange Line,2471445,79724,1410
2023/02/01 05:00:00+00,Saturday,4,Blue Line,111598,27900,1411
2023/06/01 04:00:00+00,Weekday,22,The RIDE,78100,3550,1412
2023/01/01 05:00:00+00,Total,31,Red Line,3109773,100315,1413
2023/02/01 05:00:00+00,Saturday,4,Orange Line,178252,44563,1414
2023/06/01 04:00:00+00,Saturday,4,Blue Line,149056,37264,1415
2023/01/01 05:00:00+00,Total,31,Heavy Rail,6686737,215701,1416
2023/02/01 05:00:00+00,Saturday,4,Red Line,244335,61084,1417
2023/06/01 04:00:00+00,Saturday,4,Orange Line,262372,65593,1418
2023/01/01 05:00:00+00,Total,31,Green Line,2726477,87951,1419
2023/02/01 05:00:00+00,Saturday,4,Heavy Rail,534184,133546,1420
2023/02/01 05:00:00+00,Saturday,4,Green Line,324372,81093,1421
2023/02/01 05:00:00+00,Saturday,4,Mattapan Line,6027,1507,1422
2023/02/01 05:00:00+00,Saturday,4,Light Rail,330399,82600,1423
2023/02/01 05:00:00+00,Saturday,4,Silver Line,77304,19326,1424
2023/02/01 05:00:00+00,Saturday,4,Bus,629420,157355,1425
2023/02/01 05:00:00+00,Saturday,4,Private Bus,5507,1377,1426
2023/02/01 05:00:00+00,Saturday,4,All Bus,712232,178058,1427
2023/02/01 05:00:00+00,Saturday,4,Commuter Rail,83538,20884,1428
2023/02/01 05:00:00+00,Saturday,4,The RIDE,6220,1555,1429
2023/02/01 05:00:00+00,Sunday,4,Blue Line,98406,24602,1430
2023/02/01 05:00:00+00,Sunday,4,Orange Line,159974,39994,1431
2023/02/01 05:00:00+00,Sunday,4,Red Line,217472,54368,1432
2023/02/01 05:00:00+00,Sunday,4,Heavy Rail,475852,118963,1433
2023/02/01 05:00:00+00,Sunday,4,Green Line,281988,70497,1434
2023/02/01 05:00:00+00,Sunday,4,Mattapan Line,4472,1118,1435
2023/02/01 05:00:00+00,Sunday,4,Light Rail,286460,71615,1436
2023/02/01 05:00:00+00,Sunday,4,Silver Line,53508,13377,1437
2023/02/01 05:00:00+00,Sunday,4,Bus,372739,93185,1438
2023/02/01 05:00:00+00,Sunday,4,Private Bus,2973,743,1439
2023/02/01 05:00:00+00,Sunday,4,All Bus,429220,107305,1440
2023/02/01 05:00:00+00,Sunday,4,Commuter Rail,62386,15596,1441
2023/02/01 05:00:00+00,Sunday,4,The RIDE,5880,1470,1442
2023/02/01 05:00:00+00,Total,28,Blue Line,1063319,37976,1443
2023/02/01 05:00:00+00,Total,28,Orange Line,2279401,81407,1444
2023/02/01 05:00:00+00,Total,28,Red Line,2871170,102542,1445
2023/02/01 05:00:00+00,Total,28,Heavy Rail,6213890,221925,1446
2023/02/01 05:00:00+00,Total,28,Green Line,2921889,104353,1447
2023/02/01 05:00:00+00,Total,28,Mattapan Line,75883,2710,1448
2023/02/01 05:00:00+00,Total,28,Light Rail,2997773,107063,1449
2023/02/01 05:00:00+00,Total,28,Silver Line,596547,21305,1450
2023/01/01 05:00:00+00,Total,31,Mattapan Line,78723,2539,1451
2023/01/01 05:00:00+00,Total,31,Light Rail,2805200,90490,1452
2023/01/01 05:00:00+00,Total,31,Silver Line,675591,21793,1453
2023/01/01 05:00:00+00,Total,31,Bus,6026436,194401,1454
2023/01/01 05:00:00+00,Total,31,All Bus,6702027,216194,1455
2023/01/01 05:00:00+00,Total,31,Commuter Rail,1840509,59371,1456
2023/01/01 05:00:00+00,Total,31,Ferry,45930,1482,1457
2023/01/01 05:00:00+00,Total,31,The RIDE,83708,2700,1458
2022/12/01 05:00:00+00,Weekday,21,Blue Line,847989,40380,1459
2022/12/01 05:00:00+00,Weekday,21,Orange Line,1979416,94258,1460
2022/12/01 05:00:00+00,Weekday,21,Red Line,2474876,117851,1461
2022/12/01 05:00:00+00,Weekday,21,Heavy Rail,5302281,252490,1462
2022/12/01 05:00:00+00,Weekday,21,Green Line,2183221,103963,1463
2022/12/01 05:00:00+00,Weekday,21,Mattapan Line,65743,3131,1464
2022/12/01 05:00:00+00,Weekday,21,Light Rail,2248964,107094,1465
2022/12/01 05:00:00+00,Weekday,21,Silver Line,515883,24566,1466
2022/12/01 05:00:00+00,Weekday,21,Bus,4733062,225384,1467
2022/12/01 05:00:00+00,Weekday,21,Private Bus,44709,2129,1468
2022/12/01 05:00:00+00,Weekday,21,All Bus,5293654,252079,1469
2022/12/01 05:00:00+00,Weekday,21,Commuter Rail,1541928,73425,1470
2022/12/01 05:00:00+00,Weekday,21,Ferry,48765,2322,1471
2022/12/01 05:00:00+00,Weekday,21,The RIDE,69212,3296,1472
2022/12/01 05:00:00+00,Saturday,5,Blue Line,140983,28197,1473
2022/12/01 05:00:00+00,Saturday,5,Orange Line,277884,55577,1474
2022/12/01 05:00:00+00,Saturday,5,Red Line,297809,59562,1475
2022/12/01 05:00:00+00,Saturday,5,Heavy Rail,716675,143335,1476
2022/12/01 05:00:00+00,Saturday,5,Green Line,377844,75569,1477
2022/12/01 05:00:00+00,Saturday,5,Mattapan Line,4140,828,1478
2022/12/01 05:00:00+00,Saturday,5,Light Rail,381985,76397,1479
2022/12/01 05:00:00+00,Saturday,5,Silver Line,87440,17488,1480
2022/12/01 05:00:00+00,Saturday,5,Bus,611800,122360,1481
2022/12/01 05:00:00+00,Saturday,5,Private Bus,5236,1047,1482
2022/12/01 05:00:00+00,Saturday,5,All Bus,704476,140895,1483
2022/12/01 05:00:00+00,Saturday,5,Commuter Rail,126361,25272,1484
2022/12/01 05:00:00+00,Saturday,5,The RIDE,8445,1689,1485
2022/12/01 05:00:00+00,Sunday,4,Blue Line,84800,21200,1486
2022/12/01 05:00:00+00,Sunday,4,Orange Line,167997,41999,1487
2022/12/01 05:00:00+00,Sunday,4,Red Line,177588,44397,1488
2022/12/01 05:00:00+00,Sunday,4,Heavy Rail,430385,107596,1489
2022/12/01 05:00:00+00,Sunday,4,Green Line,229721,57430,1490
2022/12/01 05:00:00+00,Sunday,4,Mattapan Line,1511,378,1491
2022/12/01 05:00:00+00,Sunday,4,Light Rail,231232,57808,1492
2022/12/01 05:00:00+00,Sunday,4,Silver Line,62632,15658,1493
2022/12/01 05:00:00+00,Sunday,4,Bus,366294,91574,1494
2022/12/01 05:00:00+00,Sunday,4,Private Bus,3120,780,1495
2022/12/01 05:00:00+00,Sunday,4,All Bus,432046,108012,1496
2022/12/01 05:00:00+00,Sunday,4,Commuter Rail,70967,17742,1497
2022/12/01 05:00:00+00,Sunday,4,The RIDE,5740,1435,1498
2022/12/01 05:00:00+00,Total,31,Blue Line,1096139,35359,1499
2022/12/01 05:00:00+00,Total,31,Orange Line,2466131,79553,1500
2023/03/01 05:00:00+00,Weekday,23,Red Line,2836598,123330,1501
2023/03/01 05:00:00+00,Weekday,23,Heavy Rail,6200158,269572,1502
2023/03/01 05:00:00+00,Weekday,23,Green Line,2664211,115835,1503
2023/03/01 05:00:00+00,Weekday,23,Mattapan Line,77555,3372,1504
2023/03/01 05:00:00+00,Weekday,23,Light Rail,2741766,119207,1505
2023/03/01 05:00:00+00,Weekday,23,Silver Line,615675,26768,1506
2023/03/01 05:00:00+00,Weekday,23,Bus,5879290,255621,1507
2023/03/01 05:00:00+00,Weekday,23,Private Bus,49329,2145,1508
2023/03/01 05:00:00+00,Weekday,23,All Bus,6544294,284535,1509
2023/03/01 05:00:00+00,Weekday,23,Commuter Rail,1889751,82163,1510
2023/03/01 05:00:00+00,Weekday,23,Ferry,63672,2768,1511
2023/03/01 05:00:00+00,Weekday,23,The RIDE,82064,3568,1512
2023/03/01 05:00:00+00,Saturday,4,Blue Line,128384,32096,1513
2023/03/01 05:00:00+00,Saturday,4,Orange Line,220166,55042,1514
2023/03/01 05:00:00+00,Saturday,4,Red Line,217187,54297,1515
2023/03/01 05:00:00+00,Saturday,4,Heavy Rail,565736,141434,1516
2023/03/01 05:00:00+00,Saturday,4,Green Line,340386,85096,1517
2023/03/01 05:00:00+00,Saturday,4,Mattapan Line,5480,1370,1518
2023/03/01 05:00:00+00,Saturday,4,Light Rail,345866,86466,1519
2023/03/01 05:00:00+00,Saturday,4,Silver Line,66898,16724,1520
2023/03/01 05:00:00+00,Saturday,4,Bus,539092,134773,1521
2023/03/01 05:00:00+00,Saturday,4,Private Bus,4438,1110,1522
2023/03/01 05:00:00+00,Saturday,4,All Bus,610428,152607,1523
2023/03/01 05:00:00+00,Saturday,4,Commuter Rail,104309,26077,1524
2023/03/01 05:00:00+00,Saturday,4,The RIDE,6712,1678,1525
2023/03/01 05:00:00+00,Sunday,4,Blue Line,110086,27522,1526
2023/03/01 05:00:00+00,Sunday,4,Orange Line,178295,44574,1527
2023/03/01 05:00:00+00,Sunday,4,Red Line,187814,46954,1528
2023/03/01 05:00:00+00,Sunday,4,Heavy Rail,476196,119049,1529
2023/03/01 05:00:00+00,Sunday,4,Green Line,282692,70673,1530
2023/03/01 05:00:00+00,Sunday,4,Mattapan Line,4199,1050,1531
2023/03/01 05:00:00+00,Sunday,4,Light Rail,286891,71723,1532
2023/03/01 05:00:00+00,Sunday,4,Silver Line,58672,14668,1533
2023/03/01 05:00:00+00,Sunday,4,Bus,393935,98484,1534
2023/03/01 05:00:00+00,Sunday,4,Private Bus,3169,792,1535
2023/03/01 05:00:00+00,Sunday,4,All Bus,455777,113944,1536
2023/03/01 05:00:00+00,Sunday,4,Commuter Rail,112475,28119,1537
2023/03/01 05:00:00+00,Sunday,4,The RIDE,6068,1517,1538
2023/03/01 05:00:00+00,Total,31,Blue Line,1269989,40967,1539
2023/03/01 05:00:00+00,Total,31,Orange Line,2730502,88081,1540
2023/03/01 05:00:00+00,Total,31,Red Line,3241600,104568,1541
2023/03/01 05:00:00+00,Total,31,Heavy Rail,7242090,233616,1542
2023/03/01 05:00:00+00,Total,31,Green Line,3287289,106042,1543
2023/03/01 05:00:00+00,Total,31,Mattapan Line,87234,2814,1544
2023/03/01 05:00:00+00,Total,31,Light Rail,3374523,108856,1545
2023/03/01 05:00:00+00,Total,31,Silver Line,741245,23911,1546
2023/03/01 05:00:00+00,Total,31,Bus,6812317,219752,1547
2023/03/01 05:00:00+00,Total,31,Private Bus,56936,1837,1548
2023/03/01 05:00:00+00,Total,31,All Bus,7610499,245500,1549
2023/03/01 05:00:00+00,Total,31,Commuter Rail,2106535,67953,1550
2023/04/01 04:00:00+00,Weekday,20,Light Rail,2577394,128870,1551
2023/04/01 04:00:00+00,Weekday,20,Silver Line,523782,26189,1552
2023/04/01 04:00:00+00,Weekday,20,Bus,4952698,247635,1553
2023/04/01 04:00:00+00,Weekday,20,Private Bus,45967,2298,1554
2023/04/01 04:00:00+00,Weekday,20,All Bus,5522446,276122,1555
2023/04/01 04:00:00+00,Weekday,20,Commuter Rail,1701832,85092,1556
2023/04/01 04:00:00+00,Weekday,20,Ferry,75162,3758,1557
2023/04/01 04:00:00+00,Weekday,20,The RIDE,70720,3536,1558
2023/04/01 04:00:00+00,Saturday,5,Blue Line,177511,35502,1559
2023/04/01 04:00:00+00,Saturday,5,Orange Line,282035,56407,1560
2023/04/01 04:00:00+00,Saturday,5,Red Line,340116,68023,1561
2023/04/01 04:00:00+00,Saturday,5,Heavy Rail,799662,159932,1562
2023/04/01 04:00:00+00,Saturday,5,Green Line,500602,100120,1563
2023/04/01 04:00:00+00,Saturday,5,Mattapan Line,7596,1519,1564
2023/04/01 04:00:00+00,Saturday,5,Light Rail,508198,101640,1565
2023/04/01 04:00:00+00,Saturday,5,Silver Line,89822,17964,1566
2023/04/01 04:00:00+00,Saturday,5,Bus,757342,151468,1567
2023/04/01 04:00:00+00,Saturday,5,Private Bus,6755,1351,1568
2023/04/01 04:00:00+00,Saturday,5,All Bus,853918,170784,1569
2023/04/01 04:00:00+00,Saturday,5,Commuter Rail,156654,31331,1570
2023/04/01 04:00:00+00,Saturday,5,The RIDE,8800,1760,1571
2023/04/01 04:00:00+00,Sunday,5,Blue Line,132602,26520,1572
2023/04/01 04:00:00+00,Sunday,5,Orange Line,206707,41341,1573
2023/04/01 04:00:00+00,Sunday,5,Red Line,241661,48332,1574
2023/04/01 04:00:00+00,Sunday,5,Heavy Rail,580970,116194,1575
2023/04/01 04:00:00+00,Sunday,5,Green Line,363967,72793,1576
2023/04/01 04:00:00+00,Sunday,5,Mattapan Line,4805,961,1577
2023/04/01 04:00:00+00,Sunday,5,Light Rail,368772,73754,1578
2023/04/01 04:00:00+00,Sunday,5,Silver Line,76668,15334,1579
2023/04/01 04:00:00+00,Sunday,5,Bus,477777,95555,1580
2023/04/01 04:00:00+00,Sunday,5,Private Bus,3841,768,1581
2023/04/01 04:00:00+00,Sunday,5,All Bus,558285,111657,1582
2023/04/01 04:00:00+00,Sunday,5,Commuter Rail,116528,23306,1583
2023/04/01 04:00:00+00,Sunday,5,The RIDE,7615,1523,1584
2023/04/01 04:00:00+00,Total,30,Blue Line,1226081,40869,1585
2023/04/01 04:00:00+00,Total,30,Orange Line,2530301,84343,1586
2023/04/01 04:00:00+00,Total,30,Red Line,3141379,104713,1587
2023/04/01 04:00:00+00,Total,30,Heavy Rail,6897761,229925,1588
2023/04/01 04:00:00+00,Total,30,Green Line,3379047,112635,1589
2023/04/01 04:00:00+00,Total,30,Mattapan Line,75318,2511,1590
2023/04/01 04:00:00+00,Total,30,Light Rail,3454365,115146,1591
2023/04/01 04:00:00+00,Total,30,Silver Line,714204,23807,1592
2023/04/01 04:00:00+00,Total,30,Bus,6347726,211591,1593
2023/04/01 04:00:00+00,Total,30,Private Bus,56563,1885,1594
2023/04/01 04:00:00+00,Total,30,All Bus,7118493,237283,1595
2023/04/01 04:00:00+00,Total,30,Commuter Rail,2075362,69179,1596
2023/04/01 04:00:00+00,Total,30,Ferry,81549,2718,1597
2023/04/01 04:00:00+00,Total,30,The RIDE,87143,2905,1598
2023/03/01 05:00:00+00,Weekday,23,Blue Line,1031519,44849,1599
2023/03/01 05:00:00+00,Weekday,23,Orange Line,2332041,101393,1600
2022/11/01 04:00:00+00,Sunday,4,Commuter Rail,91650,22912,1601
2022/08/01 04:00:00+00,Saturday,4,The RIDE,7044,1761,1602
2022/11/01 04:00:00+00,Sunday,4,The RIDE,5780,1445,1603
2022/08/01 04:00:00+00,Sunday,4,Blue Line,114180,28545,1604
2022/11/01 04:00:00+00,Total,30,Blue Line,1194637,39821,1605
2022/08/01 04:00:00+00,Sunday,4,Orange Line,120488,30122,1606
2022/11/01 04:00:00+00,Total,30,Orange Line,2706887,90230,1607
2022/08/01 04:00:00+00,Sunday,4,Red Line,265649,66412,1608
2022/11/01 04:00:00+00,Total,30,Red Line,3455569,115186,1609
2022/08/01 04:00:00+00,Sunday,4,Heavy Rail,500318,125080,1610
2022/11/01 04:00:00+00,Total,30,Heavy Rail,7357093,245236,1611
2022/08/01 04:00:00+00,Sunday,4,Green Line,275482,68870,1612
2022/11/01 04:00:00+00,Total,30,Green Line,3162598,105420,1613
2022/08/01 04:00:00+00,Sunday,4,Mattapan Line,5776,1444,1614
2022/11/01 04:00:00+00,Total,30,Mattapan Line,85444,2848,1615
2022/08/01 04:00:00+00,Sunday,4,Light Rail,281258,70314,1616
2022/12/01 05:00:00+00,Total,31,Red Line,2993597,96568,1617
2022/11/01 04:00:00+00,Total,30,Light Rail,3248042,108268,1618
2022/08/01 04:00:00+00,Sunday,4,Silver Line,68170,17042,1619
2022/12/01 05:00:00+00,Total,31,Heavy Rail,6555867,211480,1620
2022/11/01 04:00:00+00,Total,30,Silver Line,733218,24441,1621
2022/08/01 04:00:00+00,Sunday,4,Bus,403054,100764,1622
2022/12/01 05:00:00+00,Total,31,Green Line,2839842,91608,1623
2022/11/01 04:00:00+00,Total,30,Bus,6312454,210415,1624
2022/08/01 04:00:00+00,Sunday,4,Private Bus,3235,809,1625
2022/12/01 05:00:00+00,Total,31,Mattapan Line,72638,2343,1626
2022/11/01 04:00:00+00,Total,30,Private Bus,56412,1880,1627
2022/08/01 04:00:00+00,Sunday,4,All Bus,474459,118615,1628
2022/12/01 05:00:00+00,Total,31,Light Rail,2912480,93951,1629
2022/11/01 04:00:00+00,Total,30,All Bus,7102084,236736,1630
2022/11/01 04:00:00+00,Total,30,Commuter Rail,1913514,63784,1631
2022/11/01 04:00:00+00,Total,30,Ferry,64684,2156,1632
2022/11/01 04:00:00+00,Total,30,The RIDE,84969,2832,1633
2022/10/01 04:00:00+00,Weekday,21,Blue Line,983389,46828,1634
2022/10/01 04:00:00+00,Weekday,21,Orange Line,2209360,105208,1635
2022/10/01 04:00:00+00,Weekday,21,Red Line,2959789,140942,1636
2022/10/01 04:00:00+00,Weekday,21,Heavy Rail,6152538,292978,1637
2022/10/01 04:00:00+00,Weekday,21,Green Line,2560380,121923,1638
2022/10/01 04:00:00+00,Weekday,21,Mattapan Line,78638,3745,1639
2022/10/01 04:00:00+00,Weekday,21,Light Rail,2639017,125667,1640
2022/10/01 04:00:00+00,Weekday,21,Silver Line,587607,27981,1641
2022/10/01 04:00:00+00,Weekday,21,Bus,5500695,261938,1642
2022/10/01 04:00:00+00,Weekday,21,Private Bus,47314,2253,1643
2022/10/01 04:00:00+00,Weekday,21,All Bus,6135616,292172,1644
2022/10/01 04:00:00+00,Weekday,21,Commuter Rail,1764085,84004,1645
2022/10/01 04:00:00+00,Weekday,21,Ferry,68437,3259,1646
2022/10/01 04:00:00+00,Weekday,21,The RIDE,73101,3481,1647
2022/10/01 04:00:00+00,Saturday,5,Blue Line,190127,38025,1648
2022/10/01 04:00:00+00,Saturday,5,Orange Line,380613,76123,1649
2022/05/01 04:00:00+00,Saturday,4,Light Rail,327836,81959,1650
2022/10/01 04:00:00+00,Saturday,5,Red Line,454830,90966,1651
2022/10/01 04:00:00+00,Saturday,5,Heavy Rail,1025569,205114,1652
2022/10/01 04:00:00+00,Saturday,5,Green Line,518214,103643,1653
2022/10/01 04:00:00+00,Saturday,5,Mattapan Line,6046,1209,1654
2022/10/01 04:00:00+00,Saturday,5,Light Rail,524260,104852,1655
2022/10/01 04:00:00+00,Saturday,5,Silver Line,94511,18902,1656
2022/10/01 04:00:00+00,Saturday,5,Bus,772263,154453,1657
2022/10/01 04:00:00+00,Saturday,5,Private Bus,6816,1363,1658
2022/10/01 04:00:00+00,Saturday,5,All Bus,873589,174718,1659
2022/10/01 04:00:00+00,Saturday,5,Commuter Rail,198682,39736,1660
2022/10/01 04:00:00+00,Saturday,5,The RIDE,9105,1821,1661
2022/10/01 04:00:00+00,Sunday,5,Blue Line,145025,29005,1662
2022/10/01 04:00:00+00,Sunday,5,Orange Line,266012,53202,1663
2022/10/01 04:00:00+00,Sunday,5,Red Line,326682,65336,1664
2022/10/01 04:00:00+00,Sunday,5,Heavy Rail,737719,147544,1665
2022/10/01 04:00:00+00,Sunday,5,Green Line,378507,75701,1666
2022/10/01 04:00:00+00,Sunday,5,Mattapan Line,3971,794,1667
2022/06/01 04:00:00+00,Saturday,4,Light Rail,303276,75819,1668
2022/10/01 04:00:00+00,Sunday,5,Light Rail,382478,76496,1669
2022/07/01 04:00:00+00,Saturday,5,Bus,714465,142893,1670
2022/08/01 04:00:00+00,Sunday,4,Commuter Rail,74226,18556,1671
2022/06/01 04:00:00+00,Saturday,4,Silver Line,74126,18532,1672
2022/12/01 05:00:00+00,Total,31,Silver Line,673921,21739,1673
2022/05/01 04:00:00+00,Saturday,4,Silver Line,75484,18871,1674
2022/07/01 04:00:00+00,Saturday,5,Private Bus,5996,1199,1675
2022/08/01 04:00:00+00,Sunday,4,The RIDE,5968,1492,1676
2022/06/01 04:00:00+00,Saturday,4,Bus,580894,145224,1677
2022/12/01 05:00:00+00,Total,31,Bus,5750635,185504,1678
2022/05/01 04:00:00+00,Saturday,4,Bus,557991,139498,1679
2022/07/01 04:00:00+00,Saturday,5,All Bus,810504,162101,1680
